iter	Passed	Remaining
1706	3873	2934
1707	3875	2931
1708	3878	2929
1709	3880	2927
1710	3882	2925
1711	3884	2922
1712	3886	2920
1713	3888	2917
1714	3891	2915
1715	3894	2913
1716	3896	2911
1717	3898	2908
1718	3900	2906
1719	3902	2903
1720	3904	2901
1721	3906	2899
1722	3908	2897
1723	3911	2894
1724	3913	2892
1725	3917	2891
1726	3922	2891
1727	3927	2890
1728	3932	2890
1729	3938	2891
1730	3942	2889
1731	3945	2888
1732	3949	2887
1733	3953	2886
1734	3957	2885
1735	3960	2883
1736	3962	2881
1737	3965	2879
1738	3968	2877
1739	3972	2876
1740	3974	2874
1741	3979	2873
1742	3984	2873
1743	3989	2872
1744	3993	2872
1745	3999	2872
1746	4004	2871
1747	4007	2870
1748	4010	2868
1749	4013	2866
1750	4016	2864
1751	4019	2862
1752	4021	2860
1753	4024	2858
1754	4027	2856
1755	4030	2855
1756	4032	2852
1757	4035	2850
1758	4037	2848
1759	4040	2846
1760	4042	2844
1761	4044	2841
1762	4047	2839
1763	4049	2837
1764	4052	2835
1765	4054	2833
1766	4056	2830
1767	4059	2828
1768	4061	2826
1769	4063	2824
1770	4066	2821
1771	4068	2819
1772	4070	2817
1773	4073	2814
1774	4075	2812
1775	4078	2811
1776	4081	2808
1777	4083	2806
1778	4085	2804
1779	4088	2801
1780	4090	2799
1781	4093	2797
1782	4095	2795
1783	4097	2793
1784	4100	2790
1785	4102	2788
1786	4104	2786
1787	4107	2784
1788	4109	2781
1789	4112	2779
1790	4115	2777
1791	4117	2775
1792	4119	2773
1793	4122	2771
1794	4124	2768
1795	4126	2766
1796	4128	2764
1797	4130	2761
1798	4133	2759
1799	4136	2757
1800	4139	2756
1801	4145	2756
1802	4149	2754
1803	4153	2753
1804	4157	2752
1805	4161	2750
1806	4164	2749
1807	4169	2748
1808	4171	2746
1809	4174	2744
1810	4177	2742
1811	4180	2740
1812	4183	2738
1813	4185	2736
1814	4188	2734
1815	4190	2732
1816	4194	2730
1817	4197	2728
1818	4201	2728
1819	4204	2725
1820	4207	2723
1821	4210	2722
1822	4213	2720
1823	4216	2718
1824	4218	2716
1825	4221	2714
1826	4225	2712
1827	4228	2711
1828	4231	2709
1829	4234	2707
1830	4236	2704
1831	4237	2701
1832	4240	2699
1833	4243	2697
1834	4247	2696
1835	4249	2694
1836	4251	2691
1837	4253	2689
1838	4255	2686
1839	4258	2684
1840	4261	2682
1841	4263	2680
1842	4265	2677
1843	4268	2675
1844	4269	2673
1845	4272	2670
1846	4274	2668
1847	4276	2665
1848	4278	2663
1849	4280	2661
1850	4282	2658
1851	4284	2655
1852	4286	2653
1853	4288	2650
1854	4290	2648
1855	4292	2645
1856	4294	2643
1857	4296	2640
1858	4298	2638
1859	4300	2635
1860	4301	2632
1861	4303	2630
1862	4305	2627
1863	4307	2625
1864	4309	2622
1865	4311	2620
1866	4313	2617
1867	4316	2615
1868	4318	2613
1869	4321	2611
1870	4323	2609
1871	4325	2606
1872	4328	2604
1873	4330	2602
1874	4332	2599
1875	4336	2598
1876	4339	2596
1877	4340	2593
1878	4343	2591
1879	4346	2589
1880	4349	2587
1881	4352	2585
1882	4355	2583
1883	4357	2581
1884	4359	2578
1885	4361	2576
1886	4363	2573
1887	4365	2570
1888	4367	2568
1889	4369	2566
1890	4371	2563
1891	4373	2561
1892	4375	2558
1893	4377	2556
1894	4379	2553
1895	4381	2551
1896	4384	2549
1897	4387	2547
1898	4389	2544
1899	4392	2543
1900	4395	2540
1901	4397	2538
1902	4399	2535
1903	4400	2533
1904	4403	2531
1905	4405	2528
1906	4407	2526
1907	4411	2524
1908	4414	2522
1909	4416	2520
1910	4419	2518
1911	4422	2516
1912	4424	2514
1913	4427	2512
1914	4430	2509
1915	4432	2507
1916	4434	2505
1917	4437	2503
1918	4440	2501
1919	4445	2500
1920	4448	2498
1921	4452	2497
1922	4455	2495
1923	4457	2492
1924	4459	2490
1925	4462	2488
1926	4464	2485
1927	4466	2483
1928	4469	2481
1929	4472	2479
1930	4476	2478
1931	4480	2476
1932	4483	2474
1933	4487	2473
1934	4490	2471
1935	4492	2469
1936	4494	2466
1937	4496	2464
1938	4500	2462
1939	4502	2460
1940	4507	2459
1941	4510	2457
1942	4512	2455
1943	4516	2453
1944	4519	2451
1945	4521	2449
1946	4525	2447
1947	4527	2445
1948	4530	2442
1949	4533	2441
1950	4535	2438
1951	4538	2436
1952	4541	2434
1953	4544	2432
1954	4555	2435
1955	4557	2432
1956	4560	2430
1957	4562	2428
1958	4566	2426
1959	4573	2426
1960	4575	2424
1961	4578	2422
1962	4583	2421
1963	4586	2419
1964	4588	2417
1965	4591	2414
1966	4593	2412
1967	4595	2409
1968	4597	2407
1969	4600	2405
1970	4602	2402
1971	4605	2400
1972	4607	2398
1973	4609	2396
1974	4613	2394
1975	4615	2391
1976	4616	2389
1977	4619	2386
1978	4621	2384
1979	4623	2381
1980	4625	2379
1981	4628	2377
1982	4630	2374
1983	4632	2372
1984	4634	2369
1985	4637	2367
1986	4639	2365
1987	4642	2363
1988	4645	2361
1989	4647	2358
1990	4649	2356
1991	4651	2353
1992	4654	2351
1993	4656	2349
1994	4658	2346
1995	4660	2344
1996	4662	2341
1997	4665	2339
1998	4667	2337
1999	4670	2335
2000	4671	2332
2001	4673	2329
2002	4676	2327
2003	4678	2325
2004	4680	2322
2005	4683	2320
2006	4685	2318
2007	4687	2315
2008	4689	2313
2009	4691	2310
2010	4695	2309
2011	4696	2306
2012	4698	2303
2013	4701	2301
2014	4703	2299
2015	4705	2296
2016	4708	2294
2017	4711	2292
2018	4713	2290
2019	4715	2287
2020	4717	2285
2021	4720	2283
2022	4721	2280
2023	4724	2278
2024	4727	2276
2025	4730	2274
2026	4732	2271
2027	4737	2270
2028	4739	2268
2029	4744	2267
2030	4748	2265
2031	4752	2263
2032	4755	2261
2033	4757	2259
2034	4760	2257
2035	4762	2254
2036	4764	2252
2037	4766	2250
2038	4768	2247
2039	4770	2245
2040	4774	2243
2041	4776	2240
2042	4778	2238
2043	4780	2235
2044	4782	2233
2045	4784	2231
2046	4786	2228
2047	4788	2226
2048	4792	2224
2049	4794	2221
2050	4795	2219
2051	4798	2216
2052	4800	2214
2053	4802	2211
2054	4804	2209
2055	4806	2207
2056	4809	2204
2057	4811	2202
2058	4813	2199
2059	4816	2197
2060	4818	2195
2061	4821	2193
2062	4824	2191
2063	4826	2188
2064	4828	2186
2065	4830	2183
2066	4833	2181
2067	4835	2179
2068	4836	2176
2069	4839	2174
2070	4841	2171
2071	4843	2169
2072	4845	2166
2073	4848	2164
2074	4849	2162
2075	4851	2159
2076	4853	2156
2077	4857	2155
2078	4860	2152
2079	4862	2150
2080	4865	2148
2081	4868	2146
2082	4871	2144
2083	4874	2142
2084	4877	2140
2085	4880	2138
2086	4883	2136
2087	4885	2133
2088	4894	2134
2089	4898	2132
2090	4901	2130
2091	4906	2129
2092	4911	2128
2093	4914	2126
2094	4920	2125
2095	4923	2123
2096	4928	2122
2097	4932	2120
2098	4935	2118
2099	4937	2116
2100	4939	2113
2101	4942	2111
2102	4944	2109
2103	4946	2106
2104	4948	2104
2105	4954	2103
2106	4956	2100
2107	4958	2098
2108	4961	2096
2109	4964	2093
2110	4966	2091
2111	4969	2089
2112	4971	2086
2113	4972	2084
2114	4974	2081
2115	4977	2079
2116	4979	2076
2117	4981	2074
2118	4983	2071
2119	4985	2069
2120	4987	2066
2121	4989	2064
2122	4991	2062
2123	4993	2059
2124	4996	2057
2125	4998	2054
2126	5001	2052
2127	5003	2050
2128	5005	2047
2129	5007	2045
2130	5009	2042
2131	5011	2040
2132	5013	2037
2133	5015	2035
2134	5018	2033
2135	5020	2030
2136	5022	2028
2137	5024	2025
2138	5027	2023
2139	5029	2021
2140	5031	2018
2141	5034	2016
2142	5035	2013
2143	5038	2011
2144	5041	2009
2145	5043	2007
2146	5045	2004
2147	5046	2001
2148	5049	1999
2149	5051	1997
2150	5054	1994
2151	5056	1992
2152	5060	1990
2153	5063	1988
2154	5065	1986
2155	5067	1983
2156	5069	1981
2157	5071	1978
2158	5073	1976
2159	5075	1973
2160	5077	1971
2161	5079	1968
2162	5083	1966
2163	5084	1964
2164	5086	1961
2165	5088	1959
2166	5091	1957
2167	5093	1954
2168	5095	1952
2169	5097	1949
2170	5099	1947
2171	5101	1944
2172	5103	1942
2173	5105	1939
2174	5107	1937
2175	5110	1935
2176	5113	1932
2177	5115	1930
2178	5117	1928
2179	5119	1925
2180	5121	1923
2181	5123	1920
2182	5126	1918
2183	5128	1916
2184	5131	1913
2185	5133	1911
2186	5135	1909
2187	5138	1907
2188	5140	1904
2189	5143	1902
2190	5145	1900
2191	5149	1898
2192	5152	1895
2193	5155	1893
2194	5157	1891
2195	5160	1889
2196	5162	1886
2197	5164	1884
2198	5167	1882
2199	5170	1880
2200	5173	1877
2201	5175	1875
2202	5177	1873
2203	5179	1870
2204	5181	1868
2205	5183	1865
2206	5186	1863
2207	5189	1861
2208	5196	1860
2209	5201	1859
2210	5204	1857
2211	5209	1855
2212	5212	1853
2213	5215	1851
2214	5219	1849
2215	5223	1848
2216	5228	1846
2217	5232	1844
2218	5235	1842
2219	5237	1840
2220	5239	1837
2221	5242	1835
2222	5245	1833
2223	5248	1831
2224	5250	1828
2225	5253	1826
2226	5255	1824
2227	5261	1823
2228	5264	1821
2229	5267	1818
2230	5269	1816
2231	5272	1814
2232	5275	1812
2233	5277	1809
2234	5279	1807
2235	5282	1804
2236	5284	1802
2237	5286	1800
2238	5288	1797
2239	5291	1795
2240	5294	1793
2241	5296	1790
2242	5298	1788
2243	5300	1785
2244	5302	1783
2245	5304	1780
2246	5307	1778
2247	5309	1776
2248	5311	1773
2249	5314	1771
2250	5317	1769
2251	5320	1767
2252	5325	1765
2253	5328	1763
2254	5331	1761
2255	5334	1759
2256	5336	1756
2257	5340	1754
2258	5342	1752
2259	5345	1750
2260	5347	1747
2261	5350	1745
2262	5351	1742
2263	5354	1740
2264	5358	1738
2265	5360	1736
2266	5363	1734
2267	5365	1731
2268	5367	1729
2269	5369	1726
2270	5372	1724
2271	5376	1722
2272	5379	1720
2273	5384	1719
2274	5391	1718
2275	5395	1716
2276	5398	1714
2277	5401	1711
2278	5404	1709
2279	5407	1707
2280	5409	1705
2281	5412	1702
2282	5414	1700
2283	5416	1698
2284	5418	1695
2285	5421	1693
2286	5425	1691
2287	5429	1689
2288	5431	1687
2289	5432	1684
2290	5435	1682
2291	5437	1679
2292	5440	1677
2293	5443	1675
2294	5447	1673
2295	5463	1675
2296	5466	1673
2297	5471	1671
2298	5473	1668
2299	5475	1666
2300	5479	1664
2301	5481	1662
2302	5483	1659
2303	5487	1657
2304	5489	1655
2305	5492	1653
2306	5495	1650
2307	5499	1648
2308	5503	1646
2309	5507	1645
2310	5510	1642
2311	5513	1640
2312	5515	1638
2313	5519	1636
2314	5521	1633
2315	5523	1631
2316	5526	1629
2317	5529	1626
2318	5532	1624
2319	5536	1622
2320	5538	1620
2321	5540	1617
2322	5542	1615
2323	5544	1612
2324	5546	1610
2325	5548	1607
2326	5553	1606
2327	5558	1604
2328	5562	1602
2329	5567	1601
2330	5571	1599
2331	5575	1597
2332	5578	1594
2333	5580	1592
2334	5582	1589
2335	5586	1587
2336	5589	1585
2337	5594	1584
2338	5598	1582
2339	5600	1579
2340	5603	1577
2341	5607	1575
2342	5609	1572
2343	5611	1570
2344	5615	1568
2345	5618	1566
2346	5622	1564
2347	5625	1562
2348	5628	1559
2349	5632	1557
2350	5635	1555
2351	5638	1553
2352	5644	1552
2353	5648	1550
2354	5650	1547
2355	5655	1545
2356	5659	1543
2357	5664	1542
2358	5669	1540
2359	5672	1538
2360	5674	1535
2361	5680	1534
2362	5684	1532
2363	5687	1530
2364	5693	1528
2365	5696	1526
2366	5700	1524
2367	5703	1522
2368	5706	1519
2369	5708	1517
2370	5710	1515
2371	5712	1512
2372	5715	1510
2373	5717	1507
2374	5719	1505
2375	5722	1502
2376	5725	1500
2377	5729	1498
2378	5733	1496
2379	5737	1494
2380	5764	1498
2381	5767	1496
2382	5774	1495
2383	5780	1493
2384	5782	1491
2385	5785	1488
2386	5790	1486
2387	5793	1484
2388	5796	1482
2389	5799	1480
2390	5801	1477
2391	5803	1475
2392	5807	1473
2393	5809	1470
2394	5811	1468
2395	5813	1465
2396	5816	1463
2397	5818	1460
2398	5822	1458
2399	5826	1456
2400	5830	1454
2401	5833	1452
2402	5837	1450
2403	5841	1448
2404	5846	1446
2405	5849	1444
2406	5866	1445
2407	5870	1443
2408	5874	1441
2409	5881	1439
2410	5883	1437
2411	5887	1435
2412	5890	1433
2413	5895	1431
2414	5897	1428
2415	5900	1426
2416	5903	1423
2417	5906	1421
2418	5909	1419
2419	5912	1416
2420	5914	1414
2421	5918	1412
2422	5922	1410
2423	5926	1408
2424	5930	1406
2425	5932	1403
2426	5934	1401
2427	5936	1398
2428	5939	1396
2429	5941	1393
2430	5943	1391
2431	5945	1388
2432	5947	1385
2433	5949	1383
2434	5951	1380
2435	5953	1378
2436	5955	1375
2437	5957	1373
2438	5959	1370
2439	5961	1368
2440	5963	1365
2441	5966	1363
2442	5968	1360
2443	5970	1358
2444	5972	1355
2445	5974	1353
2446	5977	1350
2447	5979	1348
2448	5982	1345
2449	5984	1343
2450	5986	1340
2451	5988	1338
2452	5991	1335
2453	5993	1333
2454	5996	1331
2455	5998	1328
2456	6001	1326
2457	6003	1323
2458	6004	1321
2459	6007	1318
2460	6009	1316
2461	6011	1313
2462	6012	1310
2463	6014	1308
2464	6016	1305
2465	6018	1303
2466	6020	1300
2467	6021	1298
2468	6024	1295
2469	6026	1293
2470	6028	1290
2471	6031	1288
2472	6034	1285
2473	6036	1283
2474	6038	1280
2475	6041	1278
2476	6043	1276
2477	6045	1273
2478	6048	1271
2479	6050	1268
2480	6053	1266
2481	6056	1263
2482	6058	1261
2483	6061	1259
2484	6065	1257
2485	6068	1254
2486	6070	1252
2487	6073	1249
2488	6075	1247
2489	6078	1244
2490	6080	1242
2491	6082	1239
2492	6086	1237
2493	6089	1235
2494	6093	1233
2495	6097	1231
2496	6100	1228
2497	6104	1226
2498	6107	1224
2499	6109	1221
2500	6111	1219
2501	6113	1216
2502	6115	1214
2503	6117	1211
2504	6119	1209
2505	6121	1206
2506	6124	1204
2507	6126	1201
2508	6128	1199
2509	6130	1196
2510	6132	1194
2511	6134	1191
2512	6137	1189
2513	6139	1186
2514	6141	1184
2515	6143	1181
2516	6146	1179
2517	6148	1176
2518	6150	1174
2519	6152	1171
2520	6154	1169
2521	6156	1166
2522	6158	1164
2523	6160	1161
2524	6163	1159
2525	6165	1156
2526	6166	1154
2527	6169	1151
2528	6171	1149
2529	6173	1146
2530	6176	1144
2531	6178	1142
2532	6180	1139
2533	6183	1137
2534	6185	1134
2535	6187	1132
2536	6190	1129
2537	6192	1127
2538	6195	1124
2539	6197	1122
2540	6199	1119
2541	6201	1117
2542	6204	1114
2543	6206	1112
2544	6208	1109
2545	6210	1107
2546	6212	1104
2547	6214	1102
2548	6216	1099
2549	6218	1097
2550	6220	1094
2551	6222	1092
2552	6224	1089
2553	6226	1087
2554	6228	1084
2555	6230	1082
2556	6233	1079
2557	6235	1077
2558	6237	1074
2559	6240	1072
2560	6243	1070
2561	6245	1067
2562	6247	1065
2563	6249	1062
2564	6252	1060
2565	6254	1057
2566	6256	1055
2567	6259	1052
2568	6262	1050
2569	6264	1048
2570	6267	1045
2571	6269	1043
2572	6271	1040
2573	6274	1038
2574	6276	1035
2575	6278	1033
2576	6281	1031
2577	6283	1028
2578	6285	1026
2579	6287	1023
2580	6290	1021
2581	6292	1018
2582	6294	1016
2583	6296	1013
2584	6298	1011
2585	6300	1008
2586	6302	1006
2587	6304	1003
2588	6308	1001
2589	6310	998
2590	6312	996
2591	6314	993
2592	6316	991
2593	6318	988
2594	6320	986
2595	6322	983
2596	6324	981
2597	6326	978
2598	6328	976
2599	6330	973
2600	6332	971
2601	6333	968
2602	6335	966
2603	6337	963
2604	6339	961
2605	6341	958
2606	6343	956
2607	6345	953
2608	6348	951
2609	6350	948
2610	6353	946
2611	6355	944
2612	6357	941
2613	6359	939
2614	6361	936
2615	6363	934
2616	6365	931
2617	6367	929
2618	6369	926
2619	6371	924
2620	6374	921
2621	6375	919
2622	6377	916
2623	6379	914
2624	6380	911
2625	6382	909
2626	6385	906
2627	6386	904
2628	6389	901
2629	6391	899
2630	6393	896
2631	6395	894
2632	6397	891
2633	6399	889
2634	6400	886
2635	6402	884
2636	6404	881
2637	6406	879
2638	6408	876
2639	6410	874
2640	6412	871
2641	6414	869
2642	6416	866
2643	6418	864
2644	6420	861
2645	6422	859
2646	6424	856
2647	6426	854
2648	6428	851
2649	6429	849
2650	6431	846
2651	6433	844
2652	6434	841
2653	6436	839
2654	6439	836
2655	6441	834
2656	6444	831
2657	6446	829
2658	6448	827
2659	6451	824
2660	6453	822
2661	6455	819
2662	6457	817
2663	6460	814
2664	6462	812
2665	6465	810
2666	6467	807
2667	6469	805
2668	6471	802
2669	6473	800
2670	6475	797
2671	6476	795
2672	6479	792
2673	6481	790
2674	6482	787
2675	6485	785
2676	6487	782
2677	6489	780
2678	6491	777
2679	6493	775
2680	6495	772
2681	6496	770
2682	6499	767
2683	6501	765
2684	6503	762
2685	6505	760
2686	6506	757
2687	6508	755
2688	6510	752
2689	6512	750
2690	6513	747
2691	6515	745
2692	6517	742
2693	6520	740
2694	6521	738
2695	6523	735
2696	6526	733
2697	6528	730
2698	6530	728
2699	6532	725
2700	6534	723
2701	6536	720
2702	6538	718
2703	6540	715
2704	6542	713
2705	6544	711
2706	6546	708
2707	6548	706
2708	6550	703
2709	6552	701
2710	6554	698
2711	6556	696
2712	6558	693
2713	6560	691
2714	6562	688
2715	6564	686
2716	6565	683
2717	6567	681
2718	6569	678
2719	6571	676
2720	6573	673
2721	6575	671
2722	6576	669
2723	6578	666
2724	6580	664
2725	6582	661
2726	6584	659
2727	6586	656
2728	6588	654
2729	6589	651
2730	6592	649
2731	6594	646
2732	6596	644
2733	6597	641
2734	6599	639
2735	6602	637
2736	6604	634
2737	6606	632
2738	6608	629
2739	6610	627
2740	6612	624
2741	6614	622
2742	6616	619
2743	6618	617
2744	6620	614
2745	6622	612
2746	6624	610
2747	6626	607
2748	6628	605
2749	6630	602
2750	6632	600
2751	6634	597
2752	6636	595
2753	6638	592
2754	6640	590
2755	6642	588
2756	6644	585
2757	6646	583
2758	6648	580
2759	6650	578
2760	6652	575
2761	6654	573
2762	6657	571
2763	6659	568
2764	6662	566
2765	6665	563
2766	6667	561
2767	6670	559
2768	6672	556
2769	6675	554
2770	6677	551
2771	6679	549
2772	6681	546
2773	6684	544
2774	6687	542
2775	6689	539
2776	6691	537
2777	6693	534
2778	6696	532
2779	6701	530
2780	6708	528
2781	6711	525
2782	6713	523
2783	6716	521
2784	6719	518
2785	6722	516
2786	6724	513
2787	6726	511
2788	6728	509
2789	6730	506
2790	6732	504
2791	6735	501
2792	6737	499
2793	6739	496
2794	6741	494
2795	6743	491
2796	6745	489
2797	6747	487
2798	6749	484
2799	6751	482
2800	6753	479
2801	6756	477
2802	6758	474
2803	6759	472
2804	6761	470
2805	6764	467
2806	6767	465
2807	6769	462
2808	6771	460
2809	6773	458
2810	6775	455
2811	6777	453
2812	6779	450
2813	6782	448
2814	6785	445
2815	6787	443
2816	6789	441
2817	6791	438
2818	6793	436
2819	6797	433
2820	6800	431
2821	6803	429
2822	6805	426
2823	6808	424
2824	6810	421
2825	6812	419
2826	6815	417
2827	6817	414
2828	6819	412
2829	6822	409
2830	6823	407
2831	6826	404
2832	6828	402
2833	6830	400
2834	6832	397
2835	6834	395
2836	6837	392
2837	6839	390
2838	6841	387
2839	6843	385
2840	6845	383
2841	6851	380
2842	6856	378
2843	6861	376
2844	6866	374
2845	6870	371
2846	6872	369
2847	6874	366
2848	6877	364
2849	6879	362
2850	6881	359
2851	6884	357
2852	6886	354
2853	6890	352
2854	6896	350
2855	6899	347
2856	6902	345
2857	6903	343
2858	6905	340
2859	6908	338
2860	6910	335
2861	6912	333
2862	6914	330
2863	6917	328
2864	6919	326
2865	6920	323
2866	6922	321
2867	6924	318
2868	6927	316
2869	6929	313
2870	6931	311
2871	6933	309
2872	6935	306
2873	6937	304
2874	6939	301
2875	6942	299
2876	6944	296
2877	6946	294
2878	6948	292
2879	6950	289
2880	6952	287
2881	6954	284
2882	6956	282
2883	6961	279
2884	6964	277
2885	6966	275
2886	6968	272
2887	6970	270
2888	6972	267
2889	6974	265
2890	6977	263
2891	6979	260
2892	6982	258
2893	6984	255
2894	6986	253
2895	6987	250
2896	6989	248
2897	6992	246
2898	6994	243
2899	6997	241
2900	6999	238
2901	7001	236
2902	7003	234
2903	7005	231
2904	7006	229
2905	7009	226
2906	7011	224
2907	7013	221
2908	7015	219
2909	7017	217
2910	7019	214
2911	7021	212
2912	7023	209
2913	7026	207
2914	7028	204
2915	7031	202
2916	7033	200
2917	7035	197
2918	7037	195
2919	7038	192
2920	7040	190
2921	7042	187
2922	7044	185
2923	7046	183
2924	7049	180
2925	7051	178
2926	7053	175
2927	7056	173
2928	7059	171
2929	7062	168
2930	7065	166
2931	7067	163
2932	7069	161
2933	7071	159
2934	7073	156
2935	7076	154
2936	7079	151
2937	7081	149
2938	7083	147
2939	7085	144
2940	7088	142
2941	7089	139
2942	7091	137
2943	7093	134
2944	7095	132
2945	7098	130
2946	7101	127
2947	7103	125
2948	7105	122
2949	7107	120
2950	7110	118
2951	7112	115
2952	7114	113
2953	7117	110
2954	7120	108
2955	7122	106
2956	7125	103
2957	7127	101
2958	7129	98
2959	7132	96
2960	7135	93
2961	7137	91
2962	7140	89
2963	7142	86
2964	7144	84
2965	7147	81
2966	7150	79
2967	7152	77
2968	7155	74
2969	7158	72
2970	7161	69
2971	7163	67
2972	7165	65
2973	7168	62
2974	7171	60
2975	7174	57
2976	7176	55
2977	7179	53
2978	7182	50
2979	7184	48
2980	7186	45
2981	7189	43
2982	7191	40
2983	7193	38
2984	7196	36
2985	7198	33
2986	7201	31
2987	7203	28
2988	7205	26
2989	7208	24
2990	7210	21
2991	7212	19
2992	7215	16
2993	7216	14
2994	7218	12
2995	7220	9
2996	7222	7
2997	7224	4
2998	7226	2
2999	7228	0
